query,_id,_score,genomic_pos,notfound,length
PRPF8,10594,17.498922,"[{'chr': '17', 'end': 1684867, 'ensemblgene': 'ENSG00000174231', 'start': 1650629, 'strand': -1}, {'chr': 'HSCHR17_1_CTG2', 'end': 114910, 'ensemblgene': 'ENSG00000274442', 'start': 80657, 'strand': -1}]",,
UBB,7314,17.900362,"{'chr': '17', 'end': 16382745, 'ensemblgene': 'ENSG00000170315', 'start': 16380798, 'strand': 1}",,1947.0
TRPV2,51393,18.852942,"{'chr': '17', 'end': 16437003, 'ensemblgene': 'ENSG00000187688', 'start': 16415571, 'strand': 1}",,21432.0
TRIM16L,147166,8.350961,"{'chr': '17', 'end': 18736119, 'ensemblgene': 'ENSG00000291110', 'start': 18697967, 'strand': 1}",,38152.0
TRIM16L,ENSG00000108448,8.350961,"{'chr': '17', 'end': 18735460, 'ensemblgene': 'ENSG00000108448', 'start': 18722237, 'strand': 1}",,13223.0
OR3A1,4994,23.148098,"{'chr': '17', 'end': 3298360, 'ensemblgene': 'ENSG00000180090', 'start': 3291017, 'strand': -1}",,7343.0
UNC45B,146862,17.534903,"{'chr': '17', 'end': 35189345, 'ensemblgene': 'ENSG00000141161', 'start': 35147817, 'strand': 1}",,41528.0
GAS2L2,246176,18.421894,"{'chr': '17', 'end': 35753239, 'ensemblgene': 'ENSG00000270765', 'start': 35744511, 'strand': -1}",,8728.0
TADA2A,6871,17.605227,"[{'chr': '17', 'end': 37479725, 'ensemblgene': 'ENSG00000276234', 'start': 37406886, 'strand': 1}, {'chr': 'HSCHR17_7_CTG4', 'end': 1718900, 'ensemblgene': 'ENSG00000277104', 'start': 1646030, 'strand': 1}]",,
ORMDL3,94103,17.832743,"{'chr': '17', 'end': 39927601, 'ensemblgene': 'ENSG00000172057', 'start': 39921041, 'strand': -1}",,6560.0
STAT5B,6777,19.560295,"{'chr': '17', 'end': 42288633, 'ensemblgene': 'ENSG00000173757', 'start': 42199176, 'strand': -1}",,89457.0
PLEKHH3,79990,17.73309,"{'chr': '17', 'end': 42676994, 'ensemblgene': 'ENSG00000068137', 'start': 42667914, 'strand': -1}",,9080.0
ARL4D,379,18.028378,"{'chr': '17', 'end': 43401137, 'ensemblgene': 'ENSG00000175906', 'start': 43398993, 'strand': 1}",,2144.0
ADAM11,4185,17.67668,"{'chr': '17', 'end': 44781846, 'ensemblgene': 'ENSG00000073670', 'start': 44758988, 'strand': 1}",,22858.0
MAPT,4137,18.36905,"[{'chr': '17', 'end': 46028334, 'ensemblgene': 'ENSG00000186868', 'start': 45894527, 'strand': 1}, {'chr': 'HSCHR17_2_CTG5', 'end': 730446, 'ensemblgene': 'ENSG00000277956', 'start': 596513, 'strand': 1}, {'chr': 'HSCHR17_1_CTG5', 'end': 893653, 'ensemblgene': 'ENSG00000276155', 'start': 760287, 'strand': -1}]",,
OR4D2,124538,23.225615,"{'chr': '17', 'end': 58171411, 'ensemblgene': 'ENSG00000255713', 'start': 58166982, 'strand': 1}",,4429.0
PSMC5,5705,17.58839,"{'chr': '17', 'end': 63832026, 'ensemblgene': 'ENSG00000087191', 'start': 63827152, 'strand': 1}",,4874.0
CSH1,1442,23.484547,"{'chr': '17', 'end': 63896661, 'ensemblgene': 'ENSG00000136488', 'start': 63894909, 'strand': -1}",,1752.0
ABCA6,23460,19.57531,"{'chr': '17', 'end': 69141895, 'ensemblgene': 'ENSG00000154262', 'start': 69078702, 'strand': -1}",,63193.0
NLGN2,57555,18.829456,"[{'chr': '17', 'end': 7419860, 'ensemblgene': 'ENSG00000169992', 'start': 7404874, 'strand': 1}, {'chr': 'HG2046_PATCH', 'end': 40317, 'ensemblgene': 'ENSG00000283859', 'start': 25331, 'strand': 1}]",,
DNAH2,146754,17.99537,"{'chr': '17', 'end': 7833742, 'ensemblgene': 'ENSG00000183914', 'start': 7717744, 'strand': 1}",,115998.0
ARHGEF15,22899,18.970907,"{'chr': '17', 'end': 8322514, 'ensemblgene': 'ENSG00000198844', 'start': 8310241, 'strand': 1}",,12273.0
DLGAP1,9229,18.207993,"{'chr': '18', 'end': 4455307, 'ensemblgene': 'ENSG00000170579', 'start': 3496032, 'strand': -1}",,959275.0
SETBP1,26040,17.63514,"{'chr': '18', 'end': 45068510, 'ensemblgene': 'ENSG00000152217', 'start': 44680173, 'strand': 1}",,388337.0
SLC14A1,6563,18.891275,"{'chr': '18', 'end': 45752520, 'ensemblgene': 'ENSG00000141469', 'start': 45687025, 'strand': 1}",,65495.0
MBD1,4152,18.8248,"{'chr': '18', 'end': 50281774, 'ensemblgene': 'ENSG00000141644', 'start': 50266882, 'strand': -1}",,14892.0
MRO,83876,19.137909,"{'chr': '18', 'end': 50825402, 'ensemblgene': 'ENSG00000134042', 'start': 50795120, 'strand': -1}",,30282.0
CNDP1,84735,17.934002,"{'chr': '18', 'end': 74587212, 'ensemblgene': 'ENSG00000150656', 'start': 74534500, 'strand': 1}",,52712.0
NFATC1,4772,17.624392,"{'chr': '18', 'end': 79529325, 'ensemblgene': 'ENSG00000131196', 'start': 79395856, 'strand': 1}",,133469.0
DNM2,1785,18.386465,"{'chr': '19', 'end': 10833488, 'ensemblgene': 'ENSG00000079805', 'start': 10718055, 'strand': 1}",,115433.0
ZNF443,10224,24.512655,"{'chr': '19', 'end': 12441021, 'ensemblgene': 'ENSG00000180855', 'start': 12429706, 'strand': -1}",,11315.0
RFX1,5989,18.568373,"[{'chr': '19', 'end': 14007039, 'ensemblgene': 'ENSG00000132005', 'start': 13961530, 'strand': -1}, {'chr': 'HG109_PATCH', 'end': 218880, 'ensemblgene': 'ENSG00000288283', 'start': 173371, 'strand': -1}]",,
APC2,10297,17.504862,"{'chr': '19', 'end': 1473244, 'ensemblgene': 'ENSG00000115266', 'start': 1446302, 'strand': 1}",,26942.0
ZNF90,7643,25.887978,"{'chr': '19', 'end': 20127076, 'ensemblgene': 'ENSG00000213988', 'start': 20077994, 'strand': 1}",,49082.0
ZNF430,80264,24.044119,"[{'chr': 'HSCHR19_1_CTG2', 'end': 380078, 'ensemblgene': 'ENSG00000278780', 'start': 363896, 'strand': 1}, {'chr': '19', 'end': 21060050, 'ensemblgene': 'ENSG00000118620', 'start': 21020634, 'strand': 1}]",,
LGI4,163175,19.13223,"{'chr': '19', 'end': 35142451, 'ensemblgene': 'ENSG00000153902', 'start': 35124513, 'strand': -1}",,17938.0
ZNF568,374900,19.920238,"{'chr': '19', 'end': 37005037, 'ensemblgene': 'ENSG00000198453', 'start': 36916316, 'strand': 1}",,88721.0
DYRK1B,9149,18.134823,"[{'chr': '19', 'end': 39834201, 'ensemblgene': 'ENSG00000105204', 'start': 39825350, 'strand': -1}, {'chr': 'HG2021_PATCH', 'end': 94077, 'ensemblgene': 'ENSG00000281320', 'start': 85226, 'strand': -1}]",,
EXOC3L2,90332,18.628613,"{'chr': '19', 'end': 45245407, 'ensemblgene': 'ENSG00000283632', 'start': 45212370, 'strand': -1}",,33037.0
ARHGAP35,2909,18.379475,"{'chr': '19', 'end': 47005077, 'ensemblgene': 'ENSG00000160007', 'start': 46860997, 'strand': 1}",,144080.0
KLK12,43849,19.636854,"{'chr': '19', 'end': 51035230, 'ensemblgene': 'ENSG00000186474', 'start': 51029092, 'strand': -1}",,6138.0
FPR2,2358,19.873829,"{'chr': '19', 'end': 51770531, 'ensemblgene': 'ENSG00000171049', 'start': 51752026, 'strand': 1}",,18505.0
ZNF415,55786,22.482275,"{'chr': '19', 'end': 53133077, 'ensemblgene': 'ENSG00000170954', 'start': 53107879, 'strand': -1}",,25198.0
KIR3DL2,3812,24.512655,"[{'chr': '19', 'end': 54867209, 'ensemblgene': 'ENSG00000240403', 'start': 54850443, 'strand': 1}, {'chr': 'HSCHR19LRC_PGF1_CTG3_1', 'end': 771590, 'ensemblgene': 'ENSG00000275566', 'start': 754833, 'strand': 1}, {'chr': 'HSCHR19_4_CTG3_1', 'end': 849784, 'ensemblgene': 'ENSG00000277181', 'start': 833012, 'strand': 1}, {'chr': 'HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1', 'end': 18625, 'ensemblgene': 'ENSG00000275511', 'start': 1831, 'strand': -1}, {'chr': 'HSCHR19LRC_COX2_CTG3_1', 'end': 512489, 'ensemblgene': 'ENSG00000278707', 'start': 495695, 'strand': 1}, {'chr': 'HSCHR19KIR_FH13_A_HAP_CTG3_1', 'end': 18974, 'ensemblgene': 'ENSG00000278850', 'start': 2199, 'strand': -1}, {'chr': 'HSCHR19LRC_LRC_I_CTG3_1', 'end': 839007, 'ensemblgene': 'ENSG00000273911', 'start': 830291, 'strand': 1}, {'chr': 'HSCHR19KIR_HG2393_CTG3_1', 'end': 61569, 'ensemblgene': 'ENSG00000284528', 'start': 44779, 'strand': -1}, {'chr': 'HSCHR19LRC_LRC_T_CTG3_1', 'end': 785805, 'ensemblgene': 'ENSG00000275838', 'start': 768981, 'strand': 1}, {'chr': 'HSCHR19KIR_T7526_BDEL_HAP_CTG3_1', 'end': 18878, 'ensemblgene': 'ENSG00000278758', 'start': 2084, 'strand': -1}, {'chr': 'HSCHR19KIR_FH15_B_HAP_CTG3_1', 'end': 25091, 'ensemblgene': 'ENSG00000278403', 'start': 8297, 'strand': -1}, {'chr': 'HSCHR19LRC_LRC_S_CTG3_1', 'end': 849155, 'ensemblgene': 'ENSG00000276739', 'start': 832361, 'strand': 1}, {'chr': 'HSCHR19LRC_LRC_J_CTG3_1', 'end': 860146, 'ensemblgene': 'ENSG00000277709', 'start': 858278, 'strand': 1}, {'chr': 'HSCHR19KIR_T7526_A_HAP_CTG3_1', 'end': 18600, 'ensemblgene': 'ENSG00000278442', 'start': 1842, 'strand': -1}, {'chr': 'HSCHR19KIR_RSH_A_HAP_CTG3_1', 'end': 18614, 'ensemblgene': 'ENSG00000275262', 'start': 1842, 'strand': -1}, {'chr': 'HSCHR19KIR_LUCE_A_HAP_CTG3_1', 'end': 18600, 'ensemblgene': 'ENSG00000276357', 'start': 1842, 'strand': -1}, {'chr': 'HSCHR19KIR_FH06_A_HAP_CTG3_1', 'end': 143165, 'ensemblgene': 'ENSG00000278710', 'start': 126387, 'strand': 1}, {'chr': 'HSCHR19KIR_CA01-TB01_CTG3_1', 'end': 196283, 'ensemblgene': 'ENSG00000284466', 'start': 179497, 'strand': 1}, {'chr': 'HSCHR19KIR_RP5_B_HAP_CTG3_1', 'end': 11554, 'ensemblgene': 'ENSG00000273735', 'start': 2844, 'strand': -1}, {'chr': 'HSCHR19KIR_G248_A_HAP_CTG3_1', 'end': 18909, 'ensemblgene': 'ENSG00000278361', 'start': 2151, 'strand': -1}, {'chr': 'HSCHR19KIR_GRC212_AB_HAP_CTG3_1', 'end': 30766, 'ensemblgene': 'ENSG00000277982', 'start': 13972, 'strand': -1}, {'chr': 'HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1', 'end': 18639, 'ensemblgene': 'ENSG00000278726', 'start': 1843, 'strand': -1}, {'chr': 'HSCHR19KIR_G085_A_HAP_CTG3_1', 'end': 18370, 'ensemblgene': 'ENSG00000275083', 'start': 1576, 'strand': -1}, {'chr': 'HSCHR19KIR_GRC212_BA1_HAP_CTG3_1', 'end': 18474, 'ensemblgene': 'ENSG00000275626', 'start': 1715, 'strand': -1}, {'chr': 'HSCHR19KIR_FH08_A_HAP_CTG3_1', 'end': 141434, 'ensemblgene': 'ENSG00000275416', 'start': 124676, 'strand': 1}, {'chr': 'HSCHR19KIR_G085_BA1_HAP_CTG3_1', 'end': 18762, 'ensemblgene': 'ENSG00000278656', 'start': 2033, 'strand': -1}, {'chr': 'HSCHR19KIR_FH13_BA2_HAP_CTG3_1', 'end': 18971, 'ensemblgene': 'ENSG00000276424', 'start': 2177, 'strand': -1}, {'chr': 'HSCHR19KIR_ABC08_A1_HAP_CTG3_1', 'end': 146154, 'ensemblgene': 'ENSG00000278809', 'start': 129423, 'strand': 1}, {'chr': 'HSCHR19KIR_FH05_B_HAP_CTG3_1', 'end': 237454, 'ensemblgene': 'ENSG00000276882', 'start': 220660, 'strand': 1}, {'chr': 'HSCHR19KIR_FH05_A_HAP_CTG3_1', 'end': 153231, 'ensemblgene': 'ENSG00000275629', 'start': 136461, 'strand': 1}, {'chr': 'HSCHR19KIR_7191059-2_CTG3_1', 'end': 168819, 'ensemblgene': 'ENSG00000284192', 'start': 152069, 'strand': 1}, {'chr': 'HSCHR19KIR_FH15_A_HAP_CTG3_1', 'end': 18614, 'ensemblgene': 'ENSG00000276004', 'start': 1850, 'strand': -1}, {'chr': 'HSCHR19KIR_CA01-TA01_1_CTG3_1', 'end': 168847, 'ensemblgene': 'ENSG00000284295', 'start': 152086, 'strand': 1}, {'chr': 'HSCHR19KIR_FH08_BAX_HAP_CTG3_1', 'end': 18618, 'ensemblgene': 'ENSG00000278474', 'start': 1842, 'strand': -1}, {'chr': 'HSCHR19KIR_FH06_BA1_HAP_CTG3_1', 'end': 144581, 'ensemblgene': 'ENSG00000274722', 'start': 127809, 'strand': 1}, {'chr': 'HSCHR19KIR_502960008-2_CTG3_1', 'end': 167809, 'ensemblgene': 'ENSG00000284213', 'start': 151039, 'strand': 1}, {'chr': 'HSCHR19KIR_0010-5217-AB_CTG3_1', 'end': 89620, 'ensemblgene': 'ENSG00000288389', 'start': 87796, 'strand': 1}]",,
PTPRH,5794,18.743322,"{'chr': '19', 'end': 55209506, 'ensemblgene': 'ENSG00000080031', 'start': 55181247, 'strand': -1}",,28259.0
BRSK1,84446,18.886429,"{'chr': '19', 'end': 55312562, 'ensemblgene': 'ENSG00000160469', 'start': 55282072, 'strand': 1}",,30490.0
ZNF256,10172,22.018024,"{'chr': '19', 'end': 57947706, 'ensemblgene': 'ENSG00000152454', 'start': 57940833, 'strand': -1}",,6873.0
C19orf18,147685,23.003805,"{'chr': '19', 'end': 57974534, 'ensemblgene': 'ENSG00000177025', 'start': 57958437, 'strand': -1}",,16097.0
ZNF324,25799,20.523012,"{'chr': '19', 'end': 58475436, 'ensemblgene': 'ENSG00000083812', 'start': 58467056, 'strand': 1}",,8380.0
ELANE,1991,20.078844,"[{'chr': '19', 'end': 856247, 'ensemblgene': 'ENSG00000197561', 'start': 851014, 'strand': 1}, {'chr': 'HSCHR19_5_CTG2', 'end': 35133, 'ensemblgene': 'ENSG00000277571', 'start': 29849, 'strand': 1}]",,
NTNG1,22854,18.067802,"{'chr': '1', 'end': 107484923, 'ensemblgene': 'ENSG00000162631', 'start': 107140007, 'strand': 1}",,344916.0
GNAI3,2773,17.786867,"{'chr': '1', 'end': 109600195, 'ensemblgene': 'ENSG00000065135', 'start': 109548615, 'strand': 1}",,51580.0
MASP2,10747,17.708017,"{'chr': '1', 'end': 11047239, 'ensemblgene': 'ENSG00000009724', 'start': 11022009, 'strand': -1}",,25230.0
TBX15,6913,17.628681,"{'chr': '1', 'end': 118989556, 'ensemblgene': 'ENSG00000092607', 'start': 118883046, 'strand': -1}",,106510.0
WARS2,10352,17.580042,"{'chr': '1', 'end': 119140654, 'ensemblgene': 'ENSG00000116874', 'start': 119031216, 'strand': -1}",,109438.0
KIAA2013,90231,17.674465,"{'chr': '1', 'end': 11926428, 'ensemblgene': 'ENSG00000116685', 'start': 11919591, 'strand': -1}",,6837.0
PRAMEF1,65121,25.187399,"{'chr': '1', 'end': 12796628, 'ensemblgene': 'ENSG00000116721', 'start': 12791397, 'strand': 1}",,5231.0
PRAMEF4,400735,27.201292,"[{'chr': '1', 'end': 12886201, 'ensemblgene': 'ENSG00000243073', 'start': 12879212, 'strand': -1}, {'chr': 'HG1342_HG2282_PATCH', 'end': 67714, 'ensemblgene': 'ENSG00000282584', 'start': 60725, 'strand': -1}]",,
SNX27,81609,17.444567,"{'chr': '1', 'end': 151699091, 'ensemblgene': 'ENSG00000143376', 'start': 151612006, 'strand': 1}",,87085.0
LINGO4,339398,18.935564,"{'chr': '1', 'end': 151805419, 'ensemblgene': 'ENSG00000213171', 'start': 151800264, 'strand': -1}",,5155.0
OR10T2,128360,22.871815,"{'chr': '1', 'end': 158399466, 'ensemblgene': 'ENSG00000186306', 'start': 158398522, 'strand': -1}",,944.0
IGSF9,57549,18.42908,"{'chr': '1', 'end': 159945613, 'ensemblgene': 'ENSG00000085552', 'start': 159927039, 'strand': -1}",,18574.0
FCGR3B,2215,24.928467,"{'chr': '1', 'end': 161631963, 'ensemblgene': 'ENSG00000162747', 'start': 161623196, 'strand': -1}",,8767.0
CLCNKB,1188,21.946745,"{'chr': '1', 'end': 16057311, 'ensemblgene': 'ENSG00000184908', 'start': 16040252, 'strand': 1}",,17059.0
PRRX1,5396,18.258766,"{'chr': '1', 'end': 170739421, 'ensemblgene': 'ENSG00000116132', 'start': 170662728, 'strand': 1}",,76693.0
ASPM,259266,17.603113,"{'chr': '1', 'end': 197146694, 'ensemblgene': 'ENSG00000066279', 'start': 197084121, 'strand': -1}",,62573.0
PTPRC,5788,17.471506,"[{'chr': '1', 'end': 198759342, 'ensemblgene': 'ENSG00000081237', 'start': 198638457, 'strand': 1}, {'chr': 'HSCHR1_3_CTG31', 'end': 363881, 'ensemblgene': 'ENSG00000262418', 'start': 280076, 'strand': 1}]",,
KIF21B,23046,17.63514,"{'chr': '1', 'end': 201023714, 'ensemblgene': 'ENSG00000116852', 'start': 200969390, 'strand': -1}",,54324.0
AVPR1B,553,18.294662,"{'chr': '1', 'end': 206117699, 'ensemblgene': 'ENSG00000198049', 'start': 206106936, 'strand': -1}",,10763.0
IL24,11009,19.256062,"{'chr': '1', 'end': 206904139, 'ensemblgene': 'ENSG00000162892', 'start': 206897443, 'strand': 1}",,6696.0
CR2,1380,19.48023,"{'chr': '1', 'end': 207489895, 'ensemblgene': 'ENSG00000117322', 'start': 207453024, 'strand': 1}",,36871.0
OR11L1,391189,22.341267,"{'chr': '1', 'end': 247841896, 'ensemblgene': 'ENSG00000197591', 'start': 247840928, 'strand': -1}",,968.0
OR2M5,127059,25.887978,"{'chr': '1', 'end': 248146086, 'ensemblgene': 'ENSG00000162727', 'start': 248145148, 'strand': 1}",,938.0
OR2T11,127077,23.484547,"[{'chr': '1', 'end': 248635091, 'ensemblgene': 'ENSG00000279301', 'start': 248623557, 'strand': -1}, {'chr': 'HSCHR1_6_CTG31', 'end': 276964, 'ensemblgene': 'ENSG00000292019', 'start': 265461, 'strand': -1}]",,
OR2T27,403239,23.684826,"[{'chr': '1', 'end': 248655528, 'ensemblgene': 'ENSG00000187701', 'start': 248649838, 'strand': -1}, {'chr': 'HSCHR1_6_CTG31', 'end': 297110, 'ensemblgene': 'ENSG00000292015', 'start': 291449, 'strand': -1}]",,
CNKSR1,10256,17.650314,"{'chr': '1', 'end': 26189884, 'ensemblgene': 'ENSG00000142675', 'start': 26177484, 'strand': 1}",,12400.0
MATN1,4146,17.598894,"{'chr': '1', 'end': 30723585, 'ensemblgene': 'ENSG00000162510', 'start': 30711277, 'strand': -1}",,12308.0
SPOCD1,90853,19.076569,"{'chr': '1', 'end': 31816022, 'ensemblgene': 'ENSG00000134668', 'start': 31790422, 'strand': -1}",,25600.0
CC2D1B,200014,17.63946,"{'chr': '1', 'end': 52366205, 'ensemblgene': 'ENSG00000154222', 'start': 52345723, 'strand': -1}",,20482.0
CAMTA1,23261,18.226837,"{'chr': '1', 'end': 7769706, 'ensemblgene': 'ENSG00000171735', 'start': 6785454, 'strand': 1}",,984252.0
CLCA1,1179,19.26221,"{'chr': '1', 'end': 86500259, 'ensemblgene': 'ENSG00000016490', 'start': 86468368, 'strand': 1}",,31891.0
EVI5,7813,17.47734,"{'chr': '1', 'end': 92792404, 'ensemblgene': 'ENSG00000067208', 'start': 92508696, 'strand': -1}",,283708.0
FLRT3,23767,17.628681,"{'chr': '20', 'end': 14337614, 'ensemblgene': 'ENSG00000125848', 'start': 14322985, 'strand': -1}",,14629.0
CCM2L,140706,17.687798,"{'chr': '20', 'end': 32032180, 'ensemblgene': 'ENSG00000101331', 'start': 32010438, 'strand': 1}",,21742.0
BPIFB1,92747,19.2317,"{'chr': '20', 'end': 33309871, 'ensemblgene': 'ENSG00000125999', 'start': 33273480, 'strand': 1}",,36391.0
BPI,671,19.10415,"{'chr': '20', 'end': 38337505, 'ensemblgene': 'ENSG00000101425', 'start': 38260141, 'strand': 1}",,77364.0
ZNF831,128611,17.746939,"{'chr': '20', 'end': 59259113, 'ensemblgene': 'ENSG00000124203', 'start': 59123381, 'strand': 1}",,135732.0
TAF4,6874,17.444567,"[{'chr': 'HSCHR20_1_CTG2', 'end': 118774, 'ensemblgene': 'ENSG00000280529', 'start': 64040, 'strand': -1}, {'chr': '20', 'end': 62065881, 'ensemblgene': 'ENSG00000130699', 'start': 61953469, 'strand': -1}]",,
ZNF512B,57473,17.698997,"{'chr': '20', 'end': 63969930, 'ensemblgene': 'ENSG00000196700', 'start': 63956704, 'strand': -1}",,13226.0
HAO1,54363,17.615843,"{'chr': '20', 'end': 7940458, 'ensemblgene': 'ENSG00000101323', 'start': 7882985, 'strand': -1}",,57473.0
KRTAP6-2,337967,23.484547,"{'chr': '21', 'end': 30598902, 'ensemblgene': 'ENSG00000186930', 'start': 30598590, 'strand': -1}",,312.0
CLIC6,54102,18.418314,"{'chr': '21', 'end': 34718227, 'ensemblgene': 'ENSG00000159212', 'start': 34668994, 'strand': 1}",,49233.0
MCM3AP,8888,17.758577,"{'chr': '21', 'end': 46286297, 'ensemblgene': 'ENSG00000160294', 'start': 46235133, 'strand': -1}",,51164.0
OR11H1,81061,27.201292,"{'chr': '22', 'end': 15529139, 'ensemblgene': 'ENSG00000130538', 'start': 15528192, 'strand': 1}",,947.0
ATP6V1E1,529,18.288073,"{'chr': '22', 'end': 17628749, 'ensemblgene': 'ENSG00000131100', 'start': 17592136, 'strand': -1}",,36613.0
GNAZ,2781,17.617977,"{'chr': '22', 'end': 23125032, 'ensemblgene': 'ENSG00000128266', 'start': 23070519, 'strand': 1}",,54513.0
GGT5,2687,18.28479,"{'chr': '22', 'end': 24245108, 'ensemblgene': 'ENSG00000099998', 'start': 24219654, 'strand': -1}",,25454.0
CRYBB1,1414,17.782116,"{'chr': '22', 'end': 26618027, 'ensemblgene': 'ENSG00000100122', 'start': 26599278, 'strand': -1}",,18749.0
RFPL1,5988,23.074274,"{'chr': '22', 'end': 29442455, 'ensemblgene': 'ENSG00000128250', 'start': 29438583, 'strand': 1}",,3872.0
DUSP18,150290,18.797163,"{'chr': '22', 'end': 30667887, 'ensemblgene': 'ENSG00000167065', 'start': 30652051, 'strand': -1}",,15836.0
PICK1,9463,17.050793,"{'chr': '22', 'end': 38075701, 'ensemblgene': 'ENSG00000100151', 'start': 38056311, 'strand': 1}",,19390.0
GTSE1,51512,17.652494,"{'chr': '22', 'end': 46330810, 'ensemblgene': 'ENSG00000075218', 'start': 46296870, 'strand': 1}",,33940.0
IL1R1,3554,18.970907,"{'chr': '2', 'end': 102179874, 'ensemblgene': 'ENSG00000115594', 'start': 102064544, 'strand': 1}",,115330.0
SLC5A7,60482,18.155811,"{'chr': '2', 'end': 108013994, 'ensemblgene': 'ENSG00000115665', 'start': 107986523, 'strand': 1}",,27471.0
ATP6V1C2,245973,17.796412,"{'chr': '2', 'end': 10785110, 'ensemblgene': 'ENSG00000143882', 'start': 10721100, 'strand': 1}",,64010.0
PSD4,23550,19.065674,"{'chr': '2', 'end': 113209396, 'ensemblgene': 'ENSG00000125637', 'start': 113157325, 'strand': 1}",,52071.0
THSD7B,80731,18.304598,"{'chr': '2', 'end': 137677718, 'ensemblgene': 'ENSG00000144229', 'start': 136765545, 'strand': 1}",,912173.0
TPO,7173,17.607346,"{'chr': '2', 'end': 1543711, 'ensemblgene': 'ENSG00000115705', 'start': 1374066, 'strand': 1}",,169645.0
NEB,4703,17.209589,"{'chr': '2', 'end': 151734487, 'ensemblgene': 'ENSG00000183091', 'start': 151485336, 'strand': -1}",,249151.0
SCN2A,6326,19.331533,"{'chr': '2', 'end': 165392310, 'ensemblgene': 'ENSG00000136531', 'start': 165194993, 'strand': 1}",,197317.0
SCN9A,6335,19.318697,"{'chr': '2', 'end': 166376001, 'ensemblgene': 'ENSG00000169432', 'start': 166195185, 'strand': -1}",,180816.0
PXDN,7837,18.03954,"{'chr': '2', 'end': 1744852, 'ensemblgene': 'ENSG00000130508', 'start': 1631887, 'strand': -1}",,112965.0
AGPS,8540,17.014236,"{'chr': '2', 'end': 177567024, 'ensemblgene': 'ENSG00000018510', 'start': 177392746, 'strand': 1}",,174278.0
CCDC141,285025,17.80361,"{'chr': '2', 'end': 179050137, 'ensemblgene': 'ENSG00000163492', 'start': 178829757, 'strand': -1}",,220380.0
CWC22,57703,17.456055,"{'chr': '2', 'end': 180007297, 'ensemblgene': 'ENSG00000163510', 'start': 179944876, 'strand': -1}",,62421.0
SLC39A10,57181,17.641624,"{'chr': '2', 'end': 195737702, 'ensemblgene': 'ENSG00000196950', 'start': 195575977, 'strand': 1}",,161725.0
HECW2,57520,18.183218,"{'chr': '2', 'end': 196593684, 'ensemblgene': 'ENSG00000138411', 'start': 196189099, 'strand': -1}",,404585.0
FZD7,8324,18.111181,"{'chr': '2', 'end': 202038441, 'ensemblgene': 'ENSG00000155760', 'start': 202033855, 'strand': 1}",,4586.0
FZD5,7855,17.784489,"{'chr': '2', 'end': 207769906, 'ensemblgene': 'ENSG00000163251', 'start': 207762598, 'strand': -1}",,7308.0
CUL3,8452,17.283453,"{'chr': '2', 'end': 224585397, 'ensemblgene': 'ENSG00000036257', 'start': 224470150, 'strand': -1}",,115247.0
