gene,observed_dNdS,expected_dNdS
CPSF7,4.0,2.877616868830609
GPR1,5.0,2.407079159578472
CASP8,49.0,2.6795742330266314
DEFB116,3.0,2.995199895889626
CSRP3,3.0,2.9348042890126145
PKP4,12.0,3.1436918286473303
AMIGO1,2.0,2.1360742130823014
ZSCAN4,7.0,3.4183195454030066
ZFP3,3.0,3.9083473534913202
KRTCAP3,1.0,2.2257849690669276
ELMO1,6.5,2.6180016589358934
MID2,1.0,2.9017344692988054
PLCG1,4.5,2.4279817611101095
SLC39A4,5.0,1.9258892357842805
MYOT,2.0,3.600895136522228
HIVEP3,2.0,2.5661785689004173
MAGEH1,2.0,2.653010231574237
SPRYD3,5.0,2.4535962168372674
IGKJ3,2.0,
SH2D1B,2.0,2.6228916703905645
DTYMK,0.0,2.2222431765383126
ASIP,2.0,2.073379715811939
TRAJ23,2.0,
FAM107B,5.0,3.308192904305327
TLE3,3.0,2.3831314334708944
ST13,3.0,3.7201467041400385
LYZL6,3.0,2.5854334113418216
SETMAR,2.0,3.2968252386719747
IL13RA2,5.0,3.594794163183211
ADPRHL1,2.0,2.4259120440493964
OR4K5,5.0,2.766826503231868
MIR543,2.0,
PRSS23,3.0,2.637771532514179
ZC3HC1,2.0,2.974795434861356
ART3,1.0,3.110055758416558
NXPH1,3.0,2.737642389062434
LBX1,1.0,2.0215242860045413
PPA1,2.0,3.604549514140207
THUMPD3,3.0,3.5440039268602987
ODF3,1.0,2.36509591738695
NLGN2,3.0,2.0760757618507997
AK4,4.0,2.8049653911450125
KCTD2,3.0,2.5056714411345915
ANLN,9.0,3.636657666520051
TMEM107,6.0,1.8095758420035473
SLC22A18,1.0,1.734230638836644
TIRAP,1.0,2.1697948205824464
PITX2,3.0,2.2883843065438234
RALGAPA1,4.0,3.786697087617654
NIPSNAP1,3.0,2.40358302840712
FABP5,2.0,3.066052894300507
FKBP14,4.0,3.0684968776004293
LAX1,2.0,2.9371863510907645
WBP11P1,7.0,
GOPC,2.0,3.227588163048613
KLHDC4,1.0,2.452139272298446
FPGT-TNNI3K,2.0,3.2149792504736188
OR10G7,0.5,1.967603674973265
CYP2C9,6.0,2.706287174323491
OR4D2,2.0,2.1821464371736736
ZNF321P,2.0,3.3802679772874415
IFI44L,3.0,3.4597802029587634
CEL,0.6666666666666666,2.1335553455518275
ACTR3C,2.0,3.0317330068113324
IGLC7,1.0,
MAPT,3.0,2.513439713837046
LY75-CD302,0.6666666666666666,3.72780069709102
FGF19,2.0,2.102734691106285
S100A1,2.0,2.575414035611094
CCDC84,2.0,2.839210267224531
IGFBP5,0.0,2.228520124986203
CATSPERB,8.0,3.595801684681504
GLO1,1.0,3.1970866532189315
CCNJ,4.0,3.1579151244391808
ARHGAP10,5.0,2.963491720339384
ZFP57,5.0,2.8237221296883788
SNX10,2.0,3.5920972384463132
STAG3,3.5,2.535464246290539
CHIC1,0.0,2.5904825461438157
EPHX4,0.0,2.8952838218600574
MRM1,2.0,2.2705598395168205
CCDC116,2.0,2.3348147701785757
NLRP7,1.6666666666666667,2.321000695147434
PIK3R4,2.25,3.425667146300713
SLC6A5,4.0,2.44652739990774
TMEM125,4.0,1.9628303582771611
C9orf50,2.0,2.1582677740140097
DOK6,10.0,3.043929074818166
IGKV2D-28,0.0,
SERPINB11,2.0,3.0455979820408388
VPS37C,1.0,2.395826574022343
IL1RAP,1.5,2.79152422093524
ARGLU1,0.0,2.58746289386282
ISG20,2.0,2.1417409801291196
CEA,2.0,
GATC,2.0,2.252602120170118
LACRT,2.0,2.989391526937591
BRWD1,4.0,3.952014563764809
TFE3,7.0,2.56981140089241
SLC37A1,2.0,2.1076324237502075
CAND2,2.0,2.044101662062076
PTGES2,1.0,2.091694803988238
CDH23,1.25,2.066619287167786
LRRC6,3.5,3.331513437091725
TMEM254,4.0,2.4804839250709683
PARP9,5.0,3.2525389155849385
SPP2,2.0,3.1340458268924567
OR4D11,2.0,2.2126373481283306
STXBP2,4.0,2.058315040553909
GPT,2.0,2.013055736599701
MBP,2.0,2.631525766424928
GPR125,5.0,2.650217863831892
TREML1,3.0,2.2422697178796547
MICAL2,0.8,2.4536194454473645
ICA1,3.0,3.125680626567094
PGM3,1.0,3.493071138332114
LDHAL6B,2.5,2.9300811239420543
BIN1,5.0,2.237472757110527
RAB31,1.0,2.995042551611891
MRVI1,1.0,2.6508246381961116
CDC40,2.0,3.676602856938424
LSMEM1,1.0,2.7671903035507333
GPD2,2.0,3.381797949683998
OR4F15,2.0,2.8183048196360585
COL4A5,2.5,4.12463251253116
TCEAL7,2.0,3.4720556810530607
COL11A1,4.909090909090909,4.166336430346859
RAB5B,0.0,2.8619058199985354
VAT1,2.0,2.1848882218906627
JUND,1.0,1.90243309989519
PLB1,6.0,2.5035464360070083
TRPM6,2.2,2.966642303719116
SGCE,7.0,3.1892452165645206
ASB14,2.0,3.0586704939035183
TMEM82,2.0,1.7560123378606165
RASA2,7.0,2.6969491081429617
MCPH1,2.0,3.239652932254204
GRK7,1.3333333333333333,2.420168966574107
CD2,4.0,3.0952774869485538
DNAJB2,0.5,2.5132262126774974
HHIPL1,1.0,2.079377328286473
HIST1H3C,2.5,2.2328476450047643
MYO10,2.2,2.446596185888137
CNBD1,2.0,3.548809467457273
CTD-2140B24.4,3.0,2.74404611663247
SWSAP1,2.0,2.538796296415838
UBAP2L,6.0,2.9065539490943495
SLC12A3,0.4,2.1192848183640147
GZMA,2.0,3.382225953273178
TRAV38-2DV8,2.0,
SPRR2B,0.0,3.738230955272281
SHISA5,2.0,2.446871151795804
HSPBAP1,0.0,3.393062918517057
TRAPPC8,1.0,3.6834351864761534
PCDHB14,8.0,2.1599416800999287
ARHGEF17,4.5,2.372799978188125
IGHV3-66,3.0,
BCAN,1.1666666666666667,2.430612525590625
MYO19,7.0,2.4433093660130063
NXF1,1.6666666666666667,2.8173391648980877
STK35,3.0,2.348242786435863
P2RX5,2.0,2.2227015707198126
EYA1,12.0,3.2612647667492385
RP11-114H24.7,4.0,
FN1,4.666666666666667,2.908351513044096
FAM89A,2.0,2.04026164089773
TMEM181,1.0,2.422604088668223
B3GNT8,1.0,2.1527459629296706
SUN3,8.0,3.343760697104626
DPPA2,9.0,3.4374027693614146
IL4I1,0.5,2.068971441065499
HLF,2.0,2.509002383064156
ASH1L,15.0,3.369909855912169
ARSI,2.5,2.2649310292533316
KRBA2,4.0,3.505711381094
YBEY,0.0,2.497176546696105
RNF6,6.0,3.8599861872129186
EVI5L,1.0,2.0369422867966995
EXOC3L4,2.0,2.0591578589142294
RAB3C,3.0,3.2713805131391402
LCE4A,0.0,3.2449496749577005
ANO7,8.0,2.702913756085944
ZNF317,5.0,2.6729740540988898
OTOP1,2.0,2.2275239211593463
CD300C,2.0,2.276717762808279
MROH7,0.8,2.2058069747204536
NR4A3,2.0,2.4191948053739343
UBE4B,1.0,2.8144710483665416
CELF5,2.0,2.1003946402859244
LDLR,7.0,2.439657832009474
GABRA3,7.0,2.593172711699195
USP17L2,7.0,2.7876717282995545
PHACTR1,1.0,2.4716608316925153
RAB40B,0.0,1.9030676948900382
DCK,4.0,3.43456140464383
ANKRD12,1.5,4.006670300008736
HERC6,4.0,3.114981253516882
SPAG11B,2.0,2.6502911859851155
PTGS1,5.0,2.389037120629654
WRNIP1,3.0,2.3446863127258104
LRP11,3.0,2.2962215146265805
OR5T3,2.5,2.723738722599889
MXD4,2.0,1.9910059612824615
NTRK1,2.0,2.129001717770037
TYRP1,5.0,3.390770917301659
MCM3AP,4.5,2.6600254532228105
TRRAP,2.7142857142857144,2.411421739666336
MMP14,0.5,2.392471503101527
NKAIN2,1.0,3.002607037077487
USP43,0.5,2.3760460993568393
CCDC82,1.0,3.953661574584665
NXF5,4.0,2.6209525261677364
DLG1,7.0,3.6421058115687095
ADH6,1.0,3.0156750617260255
PCDHB7,1.8,2.1365331248164394
IGHV4OR15-8,6.0,
IMPA2,2.0,2.324882703699365
TPH2,1.0,2.9739269692623957
UBE2L3,3.0,2.670186938864161
TPM4,2.0,2.6014840390257983
KRT2,1.5,2.7252758665867676
MYH6,2.6666666666666665,2.1645457980191445
CNPY4,2.0,2.665346913404871
PHYH,5.0,2.6447152107778296
GRM6,1.3333333333333333,1.9845195702671419
ZNF324B,4.0,2.366226021356607
KATNB1,1.0,2.1256644352688885
CA5A,2.0,2.5455369089510285
CSRNP3,5.0,3.065131601030814
SNORD115-20,3.0,
OTX2,3.0,2.744574689283322
ASIC3,6.0,2.182199325194684
MPZL3,2.0,2.8695390146357953
OR52E4,6.0,2.68877550095589
ARHGAP22,2.5,2.1617799415667833
C22orf29,3.0,2.731864254491834
REPS2,3.0,2.8128183832313107
TIAF1,2.0,2.9152125632819104
TUSC5,4.0,1.9627468924424651
ZFP69B,3.0,3.1242679288441835
HNF4G,5.0,3.4155427213634457
XPNPEP2,5.0,2.86513667002846
SERAC1,3.0,3.5599707589999827
STK3,3.0,3.7916338204764104
PAH,1.6666666666666667,2.7773536484713497
KCTD16,4.0,2.7963867521491648
LHFP,2.0,2.523139190552171
SLC19A1,0.5,1.871099902734897
EPHB6,8.0,2.3557437223697546
PSD3,8.0,3.1368670427701963
SRGAP1,9.0,2.9488074163092883
MBTPS2,3.0,2.970662918270155
MIS12,2.0,3.126002425099791
CENPQ,2.0,3.4880261155709404
GTF2I,5.0,3.168800576624268
RPLP0P2,3.0,
TMPRSS15,0.75,3.4753383893798984
POLDIP2,2.0,2.6519274302931466
MVD,3.0,2.0648332047237945
ALDH7A1,2.0,3.1222690918010247
SLC35F3,2.0,2.235288621509034
MRPS28,2.0,2.873595962550952
UBQLN1,2.0,3.6640613832323052
POLQ,8.0,3.504711526875038
CEP112,2.6666666666666665,3.4720656220272312
MCCC1,2.0,3.130097901935394
PGK1,0.5,2.740652226088535
TMEM231,2.0,2.103668535387596
JAZF1,2.0,2.614650724033302
SPANXN1,5.0,3.223004055280739
SPAG6,2.0,3.122380699854711
CCNY,2.0,2.6237277884262964
GIMAP8,1.0,2.624232927120351
PSPN,2.0,2.3503217439607
OPHN1,3.0,2.806441954999962
GALM,0.0,2.4260033169678485
ARID4A,7.0,3.9951475651791433
GPX4,2.0,2.1029707249880865
PLA2G4A,4.0,3.4942832400454606
TMED5,4.0,2.7507746380706553
SMUG1,2.0,2.3421825727445134
ADAT3,2.0,1.9559758862887504
OR2C3,3.0,2.1906978645825794
TLR4,2.5,2.7625192955605127
LRRC45,1.0,2.0044177556263096
PHKA1,3.0,3.01047113166889
SMG7,5.0,2.69728578954464
HBE1,3.0,2.365131063834717
GABRD,2.0,1.951451978347305
TRIM52,2.0,2.891145738231546
SEMA3F,3.0,2.367663224758788
PLA2G12B,2.0,2.6625029322175995
ZBTB34,3.0,2.8080040536371538
TAS1R2,1.5,2.0474704513626953
AP000295.9,2.0,
CCND1,2.0,1.9464640397659239
C20orf141,2.0,2.237094850755867
STXBP3,3.0,3.690830007602856
C5AR1,1.0,1.8267044848869736
PRKRIR,6.0,3.2647956201625155
SRCRB4D,3.0,2.295506169172463
PROCR,0.0,2.0359051665898993
YIPF3,3.0,2.264986622654551
KLRG1,2.0,3.0547493810001556
CSF2RA,0.3333333333333333,2.600212245318381
ASAP3,1.0,2.486819182429146
LPCAT2,3.0,3.105691621926174
SPSB2,2.0,2.1653784487571244
GPX7,3.0,2.2481997077862226
SOCS5,7.0,3.5666993415322574
TP53TG5,3.0,2.6820157301009164
ZNF324,2.0,2.356136931548813
DDO,0.3333333333333333,2.8729192306897335
ZNF514,4.0,3.4366842380500144
C16orf72,4.0,2.9619095053996007
KPNB1,3.0,3.014171931592065
TTC26,1.0,3.2720112628522147
DDX54,6.0,2.135122687323583
ARV1,3.0,2.685660888978722
C1orf227,2.0,3.156042016972352
SRL,1.0,2.902767226571341
TEX37,3.0,2.6035156739682894
CNR1,1.3333333333333333,2.143028873679924
GLB1L3,5.0,2.361459535778569
FLOT1,3.0,2.398983375780775
RIPPLY3,2.0,2.9159125459212074
OR51M1,4.0,2.279758426387609
MLST8,3.0,2.2762124736523726
CTD-3105H18.16,2.0,
PUM2,2.0,3.9024475574795288
CAPZA1,2.0,3.4422406265761465
KIAA0391,0.0,3.3181465211989454
LIPF,2.0,3.4328908985244984
MAGEB3,7.0,2.8781863378486294
RAPGEF2,1.3333333333333333,3.300758949290616
MIB2,3.0,2.0479385882857493
TBL1Y,0.5,2.9517803966440774
PSMA3,2.0,3.8719155720470506
RER1,3.0,2.5822832019822703
ARHGEF6,2.5,3.147352201987267
IGLV3-16,2.0,
KRT80,2.0,2.0606492530945473
PPP1R12C,2.0,2.245715939435748
FNDC8,0.0,2.314133370904302
OR51B2,6.0,2.6978268004442345
GPR116,1.6,2.7917435666570665
GLI2,4.5,2.7158149531978144
CUL1,5.0,2.92976278764364
MON1B,4.0,2.3544110508616916
NDNL2,3.0,2.270495828481063
GPR155,5.0,3.2799966299235797
CST7,2.0,2.4915457218036723
MYCN,7.0,2.2871863173707516
OMD,1.0,3.974586751546131
DGCR6L,0.0,2.1121271643351682
CLK2,1.2,2.7170448705294503
ZBTB7A,2.0,2.0647474291909456
CENPA,1.0,2.36368661317684
ST3GAL5,3.0,2.923689238837383
ALKBH8,3.0,3.452693078922152
TBX21,2.0,2.49415817167769
NEK10,6.0,3.127265002549504
C21orf62,2.0,2.548394034220802
LRRC37A2,4.0,3.0950311890774826
RHOA,9.0,2.8051586012771836
FARSB,5.0,3.1298729506898546
CALM2,3.0,4.751098067395584
VEZF1,3.0,2.953154620400411
RNF32,2.0,2.9697503575056863
C1orf158,4.0,2.7782537809151533
TCTE1,1.5,2.2227951984878542
APLF,5.0,3.528139632835347
HIST1H2AI,2.0,1.9571400445186284
HOXC6,4.0,2.499002377736588
N6AMT1,0.0,2.8517246687714928
RAB27A,2.0,3.157682484155746
MYCBP2,10.0,3.522523814357275
LUC7L,1.0,2.2323257271029573
TRIM16L,2.0,2.4393466441205485
GALR1,3.0,1.9166163421815359
OR4D1,0.0,2.1919942215582346
CARD16,2.0,3.333649762289699
TBC1D3P5,7.0,
PHF1,5.0,2.6378990455590343
SIRT2,2.0,2.3590947658424333
C8orf76,3.0,2.9574890699211456
SMURF2,1.5,2.7261006783908464
URB2,1.0,2.486431545906178
PBRM1,9.0,3.3495108787657126
NUDCD2,2.0,3.133442214886307
CHRNA7,3.0,2.1818504945184616
PHF3,4.333333333333333,4.039990073970301
PC,3.0,2.0093508487458727
SP100,6.0,3.45324060155184
LARP1B,2.5,4.087666425271991
KIAA0195,5.0,2.096021646138222
SCOC,2.0,3.7561634457581814
RPL31P11,4.0,
MBOAT7,2.0,2.0611986872356862
TTC39A,2.0,2.2943674001955374
PCDHA12,2.0,2.2302147597891504
ELF1,5.0,3.3718435568785314
IBA57,3.0,2.078057015270387
VPS51,0.0,2.004588767995973
ZNF260,2.0,3.8927860181305936
SETDB1,3.0,2.9808788217497364
LYSMD4,2.0,2.642716165543275
IMPG1,5.0,3.138496834022179
KRT5,7.0,2.3577298184511095
SNRPN,9.0,3.508952772113483
LIPT1,2.0,3.469584584502377
XAF1,1.0,2.823352515610824
GYG2,4.0,2.426504978658451
PQLC1,3.0,1.8548582189224154
C16orf45,1.0,2.463473170091484
SLCO1B3,1.25,3.6286259307648487
RLTPR,1.5,2.2528573704164385
TICAM1,6.0,2.364905342295392
RDH11,2.0,2.5550567885967594
ROR1,4.0,2.629762091556754
MYL10,1.0,2.309642374629031
HSPA4,2.5,3.5475537211326404
KIF21A,2.5,3.496762944260971
SLCO1B7,1.0,3.5243676678761697
USP31,11.0,2.631301022142203
CCDC64,1.0,2.3797405473007336
DYRK1A,6.0,3.3749334993935047
CCNYL1,0.0,3.60216177151048
MAN1A2,0.0,3.4998518934449843
PLXNC1,3.5,2.5317572657370486
SPDYE3,4.0,2.5772987262569127
TNR,1.8571428571428572,2.4588726423992773
ROPN1B,4.0,2.6138965125864075
GSAP,2.0,2.97006466671043
SYCE1,4.0,2.522746557314436
ARL3,2.0,2.9681594213084317
KRAS,2.0,4.165545420099379
EXOG,2.0,2.3865445736408195
NRSN1,3.0,2.785008211362584
TARDBP,7.0,3.5177858227800285
ZBTB8OS,0.0,3.158043287039743
HELLS,4.0,3.6646057921669914
CPB2,1.3333333333333333,3.3249678062292
SLC25A32,3.0,3.123725624721515
FCHO1,5.0,2.2845134955307533
LY6K,3.0,2.536951660985996
VSTM1,3.0,2.472536276558097
NHEJ1,0.0,2.775428559440436
SEMA4F,6.0,2.555500498228566
MYBL2,0.5,2.2814910231752097
ANAPC7,2.0,2.869260154430694
KSR1,1.3333333333333333,2.2786009874258193
NR2F1,0.75,2.150028724857612
MAPK11,3.0,2.045515171280072
SEPT14,1.0,3.462388402313872
PDE1A,2.5,3.3514247312461736
FAM24A,2.0,2.9872111419845355
KIF15,7.0,3.2576151128686632
ADRBK2,5.0,3.0783079614911393
PCDHB16,2.6666666666666665,2.198487611948765
SP2,3.0,2.3757351145504573
SLC25A47,0.0,2.017598794338054
C6orf62,3.0,3.1597910032202425
PLCG2,6.0,2.446519818128391
SEC23A,5.0,3.7390343362390843
GPAT2,0.6666666666666666,2.08212623912548
ANKRD13D,3.0,2.213220255055678
RBBP5,2.0,3.127823691673367
ERCC6L2,4.5,3.400336896972234
TMEM176A,3.0,2.3050402692953837
CCAR2,2.0,2.4300037744898684
HMGB2,2.0,3.2996418588920853
RGPD8,3.0,3.672959867572793
FOXB1,3.0,2.0342672910834363
ATP6V1G2,3.0,2.5988398392672534
SLC6A15,3.0,2.9941988856437773
LYSMD3,3.0,3.8343718733666776
ASIC4,3.0,2.255031959192977
PEMT,0.0,1.8323231935851052
MICB,4.0,2.6205449056720216
EMC3,2.0,2.81152027879434
ZDBF2,9.0,3.813881576313549
ITSN1,6.0,3.2376710784043947
RBFA,2.0,2.545796764335609
SNX3,2.0,2.761562985042224
ZNF12,7.0,3.6506511882271524
HIST1H4I,2.0,1.920199588285256
HOXB7,4.0,2.4262742527424144
ESRRG,1.5,2.7952154027231155
PYCARD,3.0,1.9451281445610917
NCAM1,6.0,2.3815478683164435
FAM71A,5.0,2.7233809534102678
PSD,2.5,2.364879481442055
ARHGAP6,4.5,2.691258171553732
ZFHX4,2.357142857142857,3.1254002503933753
NTHL1,1.0,2.270989744203513
LONP2,2.0,2.8246388157748323
BMP8B,3.0,2.050044483816569
FLII,1.6666666666666667,2.067684032683818
MX1,6.0,2.4558934712382823
TSPAN13,3.0,2.640812151869874
MSR1,3.0,3.4813185968974496
P2RY1,1.0,2.151033066092503
KLHL11,3.0,3.0364453401048808
GORAB,4.0,3.4409366526907124
SOGA1,1.3333333333333333,2.202355681223434
SHOC2,2.0,3.05030073718061
MOCS1,5.0,2.0892150872673083
FAM111A,1.0,3.577216600996364
GNG12,2.0,2.9954214536057635
CDK5RAP2,5.0,2.779034269006924
UBQLN3,3.5,2.864082372761645
MBD5,3.0,3.5287262061743205
TEX35,1.0,3.1323626763787193
NDUFB8,3.0,2.8257253934189195
MAGEA11,2.0,2.7102690483885477
ZC3H12C,4.0,3.1970168514118464
CCDC22,1.0,2.2303718086632967
INPPL1,7.0,2.2161963284952715
KANK4,2.0,2.3813457539004865
WNK2,3.5,2.2453188160062703
BTN3A3,6.0,2.7292298119093092
COL7A1,2.3333333333333335,2.7001555975210776
KIAA1429,12.0,3.728951905352667
NTN1,2.0,2.1284596826989404
SIGLEC7,3.0,2.351843358069795
ZNF746,0.3333333333333333,2.3126136693655686
CAMSAP3,3.0,2.124332148077786
KLF12,2.0,3.0010407791653813
NPTX2,1.5,2.0475614180050563
TYR,2.5,3.1595644945064527
MARC1,4.0,2.252357119861507
LRRN4,0.0,2.031773142639914
SNRPA,4.0,2.4297316572988175
DFNA5,5.0,2.3718787350284174
PMVK,1.0,2.3541145102752217
PPIH,1.0,3.0458138261901047
Y_RNA,2.0,
KIAA0947,15.0,3.420925557332594
MTHFD1,1.5,2.745791841341637
POTEF,1.0,2.8550431979017348
GNB2L1,3.0,2.7179527144268874
SP8,0.5,2.116827127026798
GYG1,1.0,2.8488395480887374
TGIF2LX,4.0,2.7789671497126047
PTMA,4.0,3.363182695621607
NUP188,2.0,2.4848687578969555
ZNF440,3.6666666666666665,3.639521040766401
IL6,4.0,2.5587672648072215
ACER3,2.0,3.0715900891284997
SYTL3,2.0,2.6442455227877977
ASMT,3.0,2.3858090855138676
HIST1H1E,4.0,2.280966923569065
EIF5B,4.0,3.7146486896168733
PDS5A,2.0,3.4472311713209303
SLC2A12,6.0,2.7238667556738534
PRG2,2.0,2.9325691117068677
ATP5B,2.0,2.7501937808843997
MPP4,2.0,2.992875436679634
BPIFB6,2.0,2.4384321911519495
PCDHGA10,1.25,2.3258312769777856
KIAA0226,4.0,2.486583268220253
CD72,4.0,2.606581528272636
TMEM5,5.0,3.2052683615947566
ADAM11,5.0,2.300025848220762
TSHB,3.0,3.1690895868524804
SNAP25,3.0,3.063397365686522
ACP1,2.0,3.225106314394893
APOF,0.0,2.6760018055824366
SEMA4C,1.0,2.1764923438968142
ATP8A1,6.0,3.1747315666874933
ZBED1,3.0,1.961041496639906
HOOK2,5.0,2.209576485734876
TPSAB1,2.0,2.088769613383591
GRAMD1A,1.0,2.1590071703315346
MRPS7,2.0,2.660187266197109
SERPINA10,2.0,2.4996949109038824
SERPINA12,1.0,2.428738289456883
GCC2,1.3333333333333333,3.6287243702660645
CYR61,3.0,2.423770267622296
SPG7,0.6666666666666666,2.269566390008679
SLC16A12,3.0,2.8711280404824646
SIX2,0.0,2.0612037870892785
TMEM171,2.0,2.8796900082978194
PTGIR,4.0,1.8985280600061254
MPHOSPH6,2.0,4.084830003373643
SUPV3L1,7.0,3.163328071280443
SNORD114-17,2.0,
KRTAP5-4,2.0,2.758564937558099
C8orf31,2.0,2.516205416807277
VIT,3.0,2.6467006135665505
MED7,2.0,4.0366102387888105
RP11-423H2.1,2.0,
JTB,2.0,2.7897499150816016
CDX1,0.0,2.176054898946367
LRSAM1,6.0,2.3493895300416923
PRAMEF7,1.0,2.2511721211539495
NOX1,4.0,2.7656907596696634
ZFC3H1,6.0,3.576618938993558
FBXO34,3.0,3.3354699085185486
BMP15,2.0,2.9022629444462282
CYB561A3,4.0,2.1258028402642104
LRP12,7.0,3.9131689405351544
HSPE1,2.0,3.8700913849823633
ATP8B1,6.0,2.9025483325829615
SLC22A8,2.0,2.132378968543007
ZNF572,1.0,3.8016469041041114
DPF2,1.0,2.686449294352529
KLHL25,4.0,2.1331549368172835
GABRG3,7.0,2.566406336428971
TRAV12-1,2.0,
MEA1,3.0,3.1144335548926745
TRAV8-6,5.0,
XAGE5,3.0,4.004257009455168
MAN2A1,3.0,3.371396807974016
CCDC155,1.0,2.3419690391314334
MROH2B,2.875,2.750601388777625
USP32,7.0,3.3046570226064556
DBNL,0.5,2.475072264278184
ARHGEF16,3.0,2.127226364947036
RNU6-614P,2.0,
YAE1D1,2.0,3.396945745492534
SORT1,1.0,2.7238889664972183
LIFR,4.5,3.8206170154773162
PTGES3L-AARSD1,4.0,2.563647420931758
PEX11A,5.0,2.422857358177591
SLCO1B1,0.7142857142857143,3.4548636541066196
SLAMF9,4.0,2.6021505399759444
LRRN3,2.0,3.281998446356424
AC093838.4,4.0,
RAB17,1.0,2.1416577617711683
NCK1,5.0,3.5566123245383805
SLC44A4,5.0,2.0778681452079155
HYAL3,2.0,2.542350410427103
FATE1,3.0,2.5677654842658564
DCAF10,3.0,2.8971318177569745
ZNRF4,3.0,2.0129661993196706
NT5C2,2.0,3.0185672938337493
DTX3,5.0,2.2518785438356717
HSPA2,0.3333333333333333,2.002856117459567
HS3ST4,0.6666666666666666,2.2225740884786718
CHI3L2,5.0,2.578199414350404
GJA10,8.0,3.2488779576906537
VIPAS39,3.0,2.7948767081037493
ZNF140,2.0,3.5065347688797086
HPN,2.0,2.220336250884662
TLCD1,2.0,2.0688398070078144
LIN37,2.0,2.5907991037334184
DDX26B,5.0,3.399230782174062
TMEM38B,4.0,3.3550598026584546
ZNF354B,2.0,3.6142523263182302
UTRN,3.4,3.1312772395188517
ZNF623,3.5,3.0597771053609017
CR1,2.0,3.1610006923525313
UBA6,5.0,3.9802012804621745
FAM189B,0.0,2.219645629663588
ISL1,3.0,2.7304642808674644
C10orf2,2.0,2.509459342206797
MAP3K14-AS1,2.0,
CSF1R,3.0,2.2227002261396507
CBX7,2.0,2.161938036309956
SULT1C4,3.0,3.472429196023489
THUMPD1,0.0,2.9867241155308135
SHPRH,3.3333333333333335,3.4442238118180133
DPYS,6.0,2.734982235526847
PCED1B,4.0,2.31372027692444
CNTNAP2,2.4444444444444446,2.7477847960368598
COL5A1,2.6,2.7241561413494404
NOSIP,4.0,2.0774025919232484
HPGD,1.0,3.1393316231914503
PCDHB13,12.0,2.149785456809004
LCA5,6.0,3.7209609525866023
ZBTB45,3.0,2.4793977277248826
WWC1,2.3333333333333335,2.363035398419145
GLTPD1,4.0,1.8291098683061022
LDLRAP1,2.0,2.188091541550773
SPSB1,3.0,2.1454305193579257
VWC2L,5.0,3.587898721959623
TMEM205,2.0,2.2490465052447615
SURF6,1.0,2.149046036848067
CCDC62,3.0,3.0846723798216797
SIPA1L2,3.0,2.661380466320565
HDAC6,3.0,2.524933644984743
CEP41,8.0,2.9448121117265385
C19orf26,0.3333333333333333,2.1480261616577314
ITPR1,9.0,2.5844072535315603
TRAV24,2.0,
XYLB,3.0,3.0619027292902277
BATF2,0.0,2.3126903044094944
CALM3,3.0,2.7429795466752953
RPS8,3.0,2.437124352680238
SEC62,2.0,3.694353505902887
FREM1,15.0,2.8181955235808727
CTNNBL1,2.0,2.5427929141282575
OR2M5,13.0,2.6192763500693785
DCDC1,7.5,3.324234559219065
CTCF,5.5,3.3420275836955153
MALSU1,2.0,2.8559328856518915
RRH,4.0,3.1255367352557637
ZNF567,1.0,3.561502380538552
SREBF1,2.0,2.144099915667274
RASIP1,1.5,2.1166482353408353
GOLGA7B,0.0,2.3806184116604037
RASSF4,0.25,2.2300186050476203
NACAP1,5.0,
ZDHHC8,2.0,2.085976879998158
OR2G3,0.3333333333333333,2.423751345125358
KMT2C,8.666666666666666,3.6544252038468654
KDM5B,5.5,3.106293140801168
TMEM51,2.0,2.3025699103084194
CCNI,3.0,3.085901646544159
ANTXR1,3.0,2.6847892353750136
FAM46B,0.0,1.999397805661724
HEATR1,1.2,2.9082282083903097
TMEM87B,3.0,3.1947695081604097
ZNF573,7.0,3.684719331339502
CCL24,0.0,2.419243177290423
MYO18B,2.2857142857142856,2.4801531580962615
PDCD2L,2.0,2.8230816134050802
SEC16A,3.0,2.8416656044767907
GEMIN8,3.0,3.1504119551248664
MMP24,1.0,2.3014127693703856
MSX2,2.0,2.169071485639397
C1QTNF2,0.0,2.3938409593726697
FAM98C,0.5,2.1972941830562682
PUS7,3.0,3.2145168880409325
CDH8,7.0,3.1633368944932765
ATG2A,1.0,2.142185797994689
OR4A47,2.0,2.5763923437138776
SLC35B3,0.0,3.2051912407024963
BRAP,1.5,2.949250811198171
TTC8,4.0,3.18442169716003
ZNF718,4.0,
CCSER2,7.0,3.891537018873804
SMAD1,3.0,3.197660543952951
DLK2,2.0,2.611084999902558
CNOT8,3.0,3.1433299299518067
MRPL41,3.0,2.0258420704321374
LIG1,4.0,2.256775407659603
TM2D2,2.0,3.2584129348282223
NFKBIA,1.0,2.278917907086997
SEC24B,4.0,3.5454120882536704
ZFP37,8.0,3.6599453308753658
TRIM17,3.0,2.220337041497934
TH,2.0,2.030285568055604
MIR515-2,2.0,
TMEM165,3.0,2.482857227383925
SPATA22,3.0,3.8009557301676296
NCKAP5L,0.0,2.3877633252733244
NHLRC1,4.0,2.2918583156061443
SSPN,2.0,2.1674415816698587
NFRKB,5.0,2.637185779372619
MANEAL,3.0,2.147522710840915
